6.9,71.9,73.4,74.55,75.53,76.27,76.96,77.38,77.8,78.21,78.89,79.41,79.67,79.81,80.09,80.38,80.82,81.34,81.64,81.95,82.26
7,71.45,72.97,74.11,75.07,75.81,76.53,76.97,77.39,77.81,78.51,79.03,79.28,79.43,79.72,80.01,80.49,80.99,81.3,81.61,81.92
7.1,71,72.52,73.69,74.62,75.38,76.1,76.55,76.98,77.42,78.13,78.67,78.94,79.08,79.36,79.65,80.16,80.65,80.97,81.28,81.59
7.2,70.52,72.06,73.24,74.17,74.97,75.68,76.15,76.58,77.01,77.74,78.3,78.58,78.72,79,79.28,79.84,80.3,80.63,80.95,81.27
7.3,70.03,71.64,72.76,73.69,74.55,75.26,75.76,76.17,76.59,77.35,77.91,78.19,78.34,78.64,78.93,79.5,79.94,80.28,80.62,80.96
7.4,69.54,71.2,72.3,73.2,74.13,74.83,75.34,75.76,76.18,76.98,77.53,77.81,77.96,78.27,78.58,79.16,79.62,79.96,80.31,80.66
7.5,69.06,70.74,71.85,72.77,73.72,74.43,74.93,75.36,75.8,76.63,77.17,77.44,77.6,77.91,78.22,78.81,79.3,79.65,80,80.35
7.6,68.59,70.28,71.4,72.36,73.3,74.03,74.55,74.98,75.42,76.25,76.81,77.09,77.24,77.56,77.88,78.44,78.97,79.33,79.7,80.07
7.7,68.14,69.81,70.99,71.94,72.88,73.61,74.14,74.58,75.03,75.85,76.42,76.7,76.87,77.21,77.55,78.07,78.65,79.02,79.38,79.74
7.8,67.7,69.32,70.57,71.53,72.46,73.18,73.7,74.17,74.63,75.46,76.03,76.31,76.49,76.84,77.2,77.73,78.31,78.69,79.06,79.43
7.9,67.28,68.87,70.13,71.14,72.02,72.76,73.3,73.77,74.24,75.08,75.66,75.94,76.12,76.48,76.84,77.39,77.95,78.33,78.72,79.11
8,66.86,68.48,69.68,70.71,71.6,72.36,72.93,73.4,73.87,74.69,75.29,75.59,75.77,76.13,76.49,77.06,77.59,77.98,78.37,78.76
8.1,66.43,68.09,69.26,70.24,71.2,71.96,72.54,73.01,73.48,74.3,74.92,75.22,75.4,75.76,76.12,76.72,77.26,77.65,78.04,78.43
8.2,66.01,67.69,68.84,69.82,70.8,71.56,72.15,72.62,73.1,73.92,74.53,74.84,75.02,75.39,75.76,76.39,76.93,77.33,77.73,78.13
8.3,65.56,67.3,68.44,69.44,70.36,71.15,71.72,72.23,72.74,73.55,74.17,74.47,74.66,75.03,75.4,76.05,76.6,77.02,77.43,77.84
8.4,65.11,66.91,68.04,69.05,69.95,70.74,71.3,71.84,72.38,73.18,73.8,74.11,74.3,74.68,75.06,75.72,76.29,76.69,77.1,77.51
8.5,64.67,66.48,67.63,68.61,69.56,70.35,70.9,71.44,71.98,72.81,73.42,73.72,73.92,74.33,74.73,75.4,75.98,76.38,76.77,77.16
8.6,64.23,66.02,67.22,68.19,69.16,69.96,70.51,71.05,71.59,72.44,73.06,73.37,73.57,73.98,74.39,75.06,75.67,76.06,76.46,76.86
8.7,63.81,65.57,66.8,67.79,68.76,69.58,70.13,70.66,71.19,72.06,72.71,73.04,73.24,73.64,74.03,74.71,75.31,75.73,76.15,76.57
8.8,63.4,65.17,66.36,67.38,68.37,69.18,69.74,70.28,70.81,71.68,72.35,72.69,72.89,73.28,73.67,74.37,74.96,75.4,75.83,76.26
