0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Scan Type:,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Inline,Inline,Inline
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF)
Fieldsize:,10 x 10 mm,10 x 10 mm,10 x 10 mm,10 x 10 mm,10 x 10 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm
Depth:,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,100.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,100.0 mm,300.0 mm
,Color [ForestGreen],Color [Gold],Color [Brown],Color [CornflowerBlue],Color [DarkOliveGreen],Color [DarkOrchid],Color [DarkGreen],Color [DarkTurquoise],Color [DarkRed],Color [DarkOrange],Color [DarkBlue],Color [DarkGoldenrod],Color [DarkMagenta],Color [DarkCyan],Color [MediumVioletRed],Color [Blue],Color [DeepPink],Color [Orange],Color [Teal],Color [SlateBlue],Color [ForestGreen],Color [Gold],Color [Brown],Color [CornflowerBlue],Color [DarkOliveGreen],Color [MediumVioletRed],Color [Orange],Color [DeepPink],Color [DarkOrchid],Color [DarkGreen],Color [DarkTurquoise],Color [DarkRed],Color [DarkOrange],Color [DarkBlue],Color [DarkGoldenrod],Color [DarkMagenta],Color [DarkCyan],Color [MediumVioletRed],Color [SlateBlue],Color [Teal],Color [Blue]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-61,,,,,,,,,1.1,0.8,1.6,1.7,2.1,2.1,1.7,2.3,2.6,3.3,3.5,3,3.1,3.7,5,5.4,4.5,1.6,2.6,2,14.4,19.9,29,55.6,87.4,369.8,339.8,276.3,177.7,113.6,2.3,3.1,2.1
-60,,,,,,1.2,1.1,1.2,1.1,0.9,1.6,1.8,2.1,2.2,1.8,2.3,2.6,3.4,3.6,3,3.1,3.8,5.2,5.6,4.6,1.7,2.7,2.1,15.7,22,32.3,78.4,90.2,371.8,341.5,278.1,178.6,114.3,2.4,3.1,2.1
-59,,,,,,1.2,1.1,1.2,1.1,0.9,1.6,1.8,2.2,2.2,1.8,2.3,2.7,3.5,3.7,3.1,3.2,3.8,5.3,5.7,4.8,1.7,2.8,2.1,17.2,24.6,37.2,106.2,92.4,374,344,279.4,179.6,114.9,2.5,3.2,2.2
-58,,,,,,1.2,1.2,1.2,1.2,0.9,1.7,1.8,2.2,2.3,1.8,2.4,2.7,3.6,3.8,3.1,3.3,3.9,5.5,5.9,4.9,1.7,2.9,2.2,19.5,28,44.7,126.7,93.8,376.4,345.7,280.6,180.6,115.6,2.6,3.2,2.3
-57,,,,,,1.2,1.2,1.3,1.2,0.9,1.7,1.8,2.3,2.3,1.9,2.4,2.8,3.7,4,3.2,3.4,4.1,5.6,6.1,5,1.8,3,2.2,22.4,33.2,58.4,138.6,95.1,378.2,347.6,283,181.6,116.2,2.6,3.3,2.3
-56,,,,,0.4,1.2,1.2,1.3,1.2,0.9,1.7,1.9,2.3,2.3,1.9,2.5,2.9,3.8,4.1,3.3,3.5,4.2,5.8,6.3,5.2,1.9,3.1,2.2,26.8,40.7,83.5,145.3,96.4,380.5,349.7,283.8,182.6,116.8,2.6,3.5,2.4
-55,0.8,0.7,0.7,0.5,0.4,1.2,1.2,1.3,1.2,1,1.7,2,2.4,2.4,2,2.5,3,3.9,4.2,3.4,3.6,4.4,6,6.5,5.3,2,3.2,2.4,33.5,54.1,127.8,150.1,97.7,382.8,351.4,285.7,183.3,117,2.8,3.7,2.5
-54,0.8,0.8,0.7,0.5,0.4,1.2,1.3,1.4,1.3,1,1.8,2,2.5,2.5,2,2.6,3.1,4,4.3,3.6,3.7,4.5,6.3,6.7,5.5,2,3.4,2.5,45.3,79.1,181.2,153.2,98.6,384.9,353.8,287.1,184.1,117.3,2.9,3.8,2.6
-53,0.8,0.8,0.7,0.6,0.4,1.3,1.3,1.4,1.3,1,1.8,2,2.6,2.6,2.1,2.7,3.2,4.2,4.4,3.6,3.8,4.7,6.6,6.9,5.6,2.1,3.4,2.5,69.1,128.3,216.5,156,99.5,387.1,355.5,288.9,185.1,117.9,2.9,3.9,2.6
-52,0.8,0.8,0.7,0.6,0.4,1.3,1.3,1.4,1.3,1,1.9,2.1,2.6,2.7,2.1,2.7,3.3,4.4,4.5,3.7,4,4.8,6.8,7.1,5.8,2.2,3.6,2.5,116.1,198.6,236.4,158.2,100.4,389.2,357.9,290.8,186.2,118.4,3,4,2.6
-51,0.8,0.8,0.7,0.6,0.4,1.3,1.3,1.4,1.3,1.1,1.9,2.1,2.7,2.7,2.2,2.8,3.4,4.5,4.7,3.8,4.1,5,7,7.4,6,2.3,3.8,2.5,195.9,260.4,247.1,159.8,101.3,391.7,360.2,292.6,186.9,119,3.1,4.2,2.7
-50,0.8,0.8,0.7,0.6,0.4,1.3,1.3,1.5,1.4,1.1,2,2.2,2.8,2.8,2.2,2.9,3.5,4.7,4.9,3.9,4.2,5.3,7.3,7.7,6.2,2.4,3.9,2.6,280.3,296.7,254,161.9,101.9,393.6,361.9,294.5,187.7,119.6,3.1,4.3,2.7
-49,0.9,0.8,0.8,0.6,0.4,1.3,1.4,1.5,1.4,1.1,2,2.3,2.9,2.9,2.3,3,3.6,4.9,5,4.1,4.3,5.5,7.6,8,6.4,2.5,4,2.7,328.4,315.3,259.4,163.7,102.6,396,363.7,295.9,188.7,120.2,3.3,4.5,2.8
-48,0.9,0.8,0.7,0.6,0.4,1.3,1.4,1.6,1.5,1.1,2,2.3,3,3,2.4,3.1,3.7,5.1,5.2,4.2,4.5,5.7,8,8.2,6.6,2.6,4.2,2.7,352,326.2,264.3,165.4,103.5,398.8,365.9,297.4,189.7,120.8,3.4,4.6,2.9
-47,0.9,0.8,0.7,0.6,0.4,1.3,1.4,1.6,1.5,1.2,2.1,2.4,3.1,3.1,2.5,3.2,3.9,5.2,5.3,4.3,4.7,6,8.3,8.5,6.8,2.7,4.3,2.9,364.4,333.5,268,166.7,104.3,400.5,367.9,298.5,190.9,121.3,3.5,4.7,3
-46,0.9,0.8,0.8,0.6,0.4,1.4,1.4,1.7,1.5,1.2,2.1,2.5,3.1,3.2,2.5,3.3,4,5.4,5.5,4.4,4.9,6.3,8.7,8.8,7.1,2.8,4.6,3.1,373.3,339.7,271.7,168.1,105,402.8,369.9,301,192.1,121.8,3.6,5.1,3.1
-45,0.9,0.8,0.8,0.6,0.5,1.4,1.5,1.8,1.6,1.2,2.2,2.6,3.3,3.3,2.6,3.4,4.2,5.7,5.7,4.6,5.1,6.7,9.2,9.2,7.4,2.9,4.8,3.2,379.1,344.9,274,169.3,105.7,405.4,371.7,302.3,192.8,122.4,3.6,5.2,3.2
-44,0.9,0.8,0.8,0.6,0.5,1.4,1.5,1.8,1.6,1.2,2.3,2.7,3.4,3.4,2.7,3.5,4.4,5.9,6,4.7,5.3,7,9.6,9.6,7.8,3,5,3.4,384.2,349,276.9,170.6,106.2,407.8,374.2,303.6,193.5,122.9,3.8,5.4,3.5
-43,0.9,0.9,0.8,0.6,0.5,1.5,1.6,1.8,1.7,1.3,2.3,2.8,3.5,3.5,2.8,3.6,4.6,6.2,6.2,4.9,5.6,7.4,10.2,10.1,8.2,3.2,5.3,3.6,388.8,352.8,279.3,171.8,106.7,410.2,376.5,305.6,194.3,123.4,3.9,5.6,4
-42,0.9,0.9,0.8,0.7,0.5,1.5,1.6,1.9,1.8,1.3,2.4,2.8,3.7,3.6,2.8,3.8,4.8,6.5,6.4,5,5.9,7.9,10.7,10.6,8.7,3.4,5.5,4.2,393.1,356.2,281.2,173,107.4,411.9,378.8,307.1,195.1,123.9,4.1,6,4.7
-41,0.9,0.9,0.8,0.7,0.5,1.5,1.7,1.9,1.8,1.4,2.5,3,3.8,3.7,2.9,4,5,6.9,6.7,5.3,6.3,8.4,11.3,11.2,9.2,3.5,5.8,5.3,396.1,359.2,283.9,174.3,108,414.8,381,308.3,196,124.3,4.3,6.4,5.6
-40,0.9,0.9,0.9,0.7,0.5,1.5,1.7,2,1.8,1.4,2.6,3.1,4,3.9,3.1,4.1,5.4,7.2,7,5.5,6.7,9,12,11.8,9.9,3.6,6.1,7.1,399.4,362.4,286.1,175.6,108.7,417.2,382.3,309.5,196.8,124.7,4.4,6.7,7.4
-39,0.9,0.9,0.9,0.7,0.5,1.6,1.7,2.1,1.9,1.5,2.7,3.3,4.2,4,3.2,4.3,5.7,7.6,7.3,5.7,7.1,9.8,12.8,12.7,10.9,3.8,6.6,9.9,402.5,365.3,287.8,176.4,109.5,419.1,385.1,311.4,198,125.3,4.6,7.2,9.9
-38,0.9,0.9,0.9,0.7,0.5,1.6,1.8,2.1,2,1.5,2.7,3.4,4.4,4.2,3.3,4.5,6,7.9,7.7,6,7.6,10.6,13.8,13.6,11.9,4.1,7.2,13.4,405.4,367.8,290.5,177.3,110,421.6,386.9,313.4,199.1,125.8,4.9,7.9,13.2
-37,1,0.9,0.9,0.7,0.5,1.6,1.9,2.2,2,1.5,2.9,3.6,4.6,4.4,3.4,4.8,6.3,8.4,8.1,6.3,8.3,11.6,14.9,15,13.5,4.5,8.2,16.7,408.7,370.2,292,178.5,110.6,424,388.7,314.7,200,126.4,5.2,8.9,16.5
-36,1,1,0.9,0.7,0.5,1.7,2,2.3,2.1,1.6,3,3.8,4.8,4.6,3.5,5.1,6.9,8.9,8.5,6.7,9,12.7,16.3,16.4,15.9,4.9,9.9,18.8,411.1,372.8,293.9,179.7,111.1,426.3,391,316,200.9,127,5.9,10.6,18.9
-35,1,1,1,0.7,0.5,1.7,2,2.4,2.2,1.6,3.1,4,5.1,4.8,3.7,5.5,7.4,9.5,9,7.3,10.1,14.2,18,18.5,19.7,6,13,20.2,413.9,376,296.3,180.7,111.6,428.5,393.4,317.8,201.9,127.5,6.9,14.2,20.4
-34,1,1,1,0.7,0.6,1.8,2.1,2.5,2.3,1.7,3.3,4.2,5.4,5,3.8,5.9,8,10.1,9.6,7.9,11.3,16.1,20.2,21.3,25.8,7.7,19.6,21.1,416.9,378.3,298.5,181.8,112.4,431.3,395.6,319.4,202.8,128,8.8,20.8,21.1
-33,1,1,1,0.8,0.6,1.9,2.2,2.6,2.4,1.8,3.5,4.5,5.7,5.2,4,6.3,8.7,11,10.5,8.8,13,18.5,23.2,25.8,35.9,11.4,31.8,21.6,419.5,380.4,300.1,182.6,113.3,433.8,397.6,320.8,203.7,128.5,12.7,31.4,21.4
-32,1,1,1,0.8,0.6,1.9,2.3,2.8,2.5,1.9,3.7,4.8,6.1,5.5,4.2,6.9,9.7,11.9,11.3,9.6,15.5,21.7,27.2,33.2,50.3,20.2,45.6,21.8,421.3,382.9,301.4,183.4,113.6,436.2,399.4,322.1,204.6,129,20.4,44.5,21.7
-31,1.1,1.1,1.1,0.8,0.6,2.1,2.5,2.9,2.6,1.9,3.9,5.2,6.4,5.9,4.5,7.6,10.7,13.3,12.6,10.9,19,26.4,33.2,46.9,66.5,36.8,57.2,22.1,423.8,385.3,303.1,184.6,113.8,438.4,401.1,324.3,205.1,129.4,34.5,57.1,22
-30,1.1,1.1,1.1,0.9,0.6,2.2,2.6,3.1,2.7,2,4.2,5.6,6.9,6.2,4.8,8.6,12,14.6,13.9,12.9,24.3,33.1,43.2,69.3,79.1,64.6,64.7,21.9,427,388,305,185.8,114.4,440.4,403.2,325.5,205.7,129.7,59.2,64.9,22.2
-29,1.1,1.1,1.1,0.9,0.6,2.2,2.7,3.3,2.8,2.1,4.5,6.2,7.5,6.8,5.3,9.9,13.8,16.5,16.1,15.8,32.9,44.5,61.6,100.5,87.1,88.6,68.3,22.2,429,390.1,307.2,186.8,115,443.4,405.5,327.5,206.6,130.4,84.6,68.8,22.4
-28,1.1,1.2,1.2,0.9,0.6,2.3,2.9,3.4,2.9,2.2,4.9,6.8,8.2,7.3,5.7,11.5,16,19,18.9,20.7,48.6,66.2,96.2,127.8,91.9,103.5,70.1,22.3,432.5,392,308.6,187.8,115.4,445.8,408.5,329.3,207.4,131.2,101.7,70.5,22.6
-27,1.1,1.2,1.2,0.9,0.7,2.5,3.2,3.6,3.1,2.3,5.4,7.6,8.9,8,6.3,13.9,18.9,22.7,24.2,28.8,83.1,109.8,152,144.8,95,111.1,71,22.4,434.7,394.7,310.4,188.7,115.8,448.2,410.2,330.4,208.3,131.5,110.6,71.7,22.7
-26,1.2,1.2,1.3,1,0.7,2.6,3.4,3.9,3.3,2.5,6.1,8.4,9.9,8.8,7.1,17.4,23.5,27.6,31.3,41.8,148.2,180.8,209.1,153.8,97.5,114,71.7,22.5,437,397.2,312,189.7,116.4,450,412,331.6,209.3,131.8,114.4,72.5,22.7
-25,1.2,1.3,1.3,1,0.7,2.8,3.7,4.2,3.6,2.6,6.9,9.8,11.2,10,8.2,22.4,29.8,35.3,46.5,58.4,245.6,265,243.7,159.5,99.2,115,72.4,22.5,439.6,399.5,314.1,190.7,117.1,452,413.8,333.2,210.1,132.2,116.3,72.8,22.6
-24,1.2,1.3,1.4,1,0.8,3.1,4.1,4.6,3.8,2.9,8.1,11.2,12.7,11.3,9.8,30.6,39.3,49,70.5,73.5,329,318.5,262.9,163.6,100.4,116.6,72.9,22.6,441.1,401.6,315.8,191.8,117.6,454.2,416.5,335.1,211,132.5,116.6,73.4,22.5
-23,1.3,1.4,1.4,1.1,0.8,3.4,4.5,5,4.2,3.2,9.5,13.1,14.8,13.3,12.1,45.3,57.6,74.4,101.4,83.2,375.6,345.7,274.2,166.3,101.4,116.9,72.8,22.6,443.8,403.3,317.7,192.5,118.2,456.5,417.4,336.3,211.7,132.8,116.8,73.3,22.8
-22,1.3,1.5,1.5,1.2,0.8,3.7,5.1,5.6,4.7,3.6,11.7,15.9,17.4,16.3,15.9,75.2,92,120.3,127.7,89.5,399.8,361.1,281.3,168.3,102.3,116.6,73.2,22.8,445.7,405.1,319.1,193.3,118.6,459.3,420.5,337.5,212.4,133.1,117.5,73.5,22.9
-21,1.4,1.6,1.6,1.3,0.9,4.2,5.7,6.3,5.3,4,14.7,19.5,21.3,20.5,22,133.8,157.4,182.3,144,93.3,412.9,370.6,286.3,170.1,103.1,116.6,73.3,22.8,447.7,407.4,320.4,194.1,119,461.4,421.9,338.7,213.2,133.6,118.2,73.7,23
-20,1.5,1.7,1.7,1.3,0.9,4.9,6.7,7.2,5.9,4.7,19.3,24.7,27.2,27.9,32.2,227,246.2,229.2,153.5,96,421.7,377.4,290.6,171.5,103.8,117.5,73.3,22.6,450.6,409,321.7,194.9,119.4,463.1,423.4,339.9,214,134,117.9,73.8,23
-19,1.6,1.9,1.9,1.4,1,5.9,7.9,8.2,7,5.5,26.7,33.1,37.1,41.5,47.3,318.5,310.8,256.5,159.3,97.8,427.9,383.3,294,173,104.6,118.1,73.6,22.9,452.5,411,323,195.7,119.8,465.5,425.2,341.4,214.6,134.3,117.8,74.2,22.9
-18,1.7,2.1,2,1.5,1.1,7.1,9.4,9.7,8.2,6.9,39.8,47.8,55.9,65,64,374,344.9,271.9,163.2,99.4,433.1,387.4,296.8,174.5,105.2,117.4,74,23,454.4,413.1,324.3,196.5,120.2,467.4,426.1,342.9,215.2,134.6,118.3,74.4,23.2
-17,1.9,2.3,2.3,1.7,1.3,8.9,11.6,11.9,10,8.4,67.3,78.3,91,97.7,77.1,403.1,362.9,280.4,165.7,100.2,437,391.1,299.6,175.8,105.6,117.8,74.1,22.9,456.7,414.4,325.6,197,120.6,469.2,428.8,344.2,215.8,135.1,118.6,74.2,23
-16,2.2,2.6,2.6,2,1.4,11.7,14.8,14.7,12.7,11.1,121.8,136.2,146.9,125.2,85.7,418,373.4,286.4,168.3,101.1,440.5,394.5,301.7,177,106.1,117.6,74.2,23,458.6,415.8,326.8,197.6,121,471.3,430.5,345.5,216.4,135.6,118.7,74.3,23
-15,2.5,3.1,3,2.3,1.7,15.9,19.5,19.3,17.3,15.9,214.7,223.8,204.6,142.9,90.5,427.7,380.8,290.7,169.8,101.9,443.7,397.5,303.7,177.7,106.5,117.3,74.1,23.1,460.7,417.5,328.9,198.3,121.4,473.1,432.6,346.7,216.8,135.8,118.6,74.5,23
-14,3,3.7,3.5,2.7,2,22.7,27,26.4,25.1,24.2,313.9,298.5,242.2,152.7,93.7,434,386.3,294.1,171.3,102.8,446.2,400,305.5,178.5,107,117.8,74,22.9,462,419.7,329.5,199,121.6,474.9,433.7,347.9,217.2,136.1,118.1,74.5,23
-13,3.8,4.5,4.3,3.3,2.5,34.7,40,40.1,39.3,36.9,374.8,338.8,264,158.3,95.8,438.5,390.5,296.8,172.3,103.2,448.8,401.8,307.1,179.3,107.6,118.1,74.1,23,463.5,421.4,330.1,199.4,121.8,476.7,434.9,349,218.1,136.4,118.4,74.9,23
-12,4.9,5.8,5.3,4.2,3.2,60.4,67.3,65.7,63.4,53.8,406.3,361.7,275.7,161.6,97.4,442.2,394.2,298.8,173.4,103.7,450.9,403.9,308.8,180.1,107.9,117.6,74.5,23.1,465.7,422.5,331.3,199.7,122.3,478.1,436.6,350.1,219,136.7,118.1,74.9,23.1
-11,6.7,7.7,6.9,5.4,4.3,111.7,118.4,113,95.7,69.6,421.8,373.6,282.8,164.7,98.5,445.7,397,301.2,174.3,104,452.5,405.9,310,180.6,108.1,117.6,74.3,23.1,467,423.9,332.4,200.4,122.8,479.3,437.8,350.9,219.3,136.8,117.9,75.3,22.9
-10,9.4,10.5,9.4,7.5,6,201.9,199.1,176.2,123.2,80.4,431,380.9,287.3,166.3,99.3,448.3,399.6,302.6,175.3,104.3,454.2,407.5,310.8,181.2,108.4,117.8,74.5,23.2,467.9,425.1,333.5,201.1,122.9,480.9,438.8,351.6,219.6,136.9,117.8,75.2,23
-9,14.1,15.1,13.6,10.9,8.9,304.1,277.2,224.9,139.5,86.6,437.1,386.5,290.7,167.9,100.1,450.2,402,304.1,176.2,104.7,455.7,408.6,311.8,181.6,108.7,117.8,74.6,23.1,469.1,426.3,334.5,201.4,123,482.8,439.8,352.4,220.2,137.1,117.7,74.9,23.2
-8,22.8,23.6,21.3,17.5,14.5,369.6,326.5,252,148.9,90,441.9,390.1,293.4,169.3,100.7,451.6,403.3,305.6,177.2,105.1,457.1,409.9,312.9,182.1,109,117.9,74.6,23.3,471.2,427.4,335.1,201.7,123.4,483.5,441.1,353.3,220.9,137.4,117.7,75,23.2
-7,41.4,41.7,37,30,23.9,402.1,352.4,266.1,154,92.2,444.7,393.3,295.9,170,101.2,453,404.6,306.7,177.4,105.4,458.2,411.5,313.9,182.7,109.3,117.6,74.7,23,472.2,428.4,335.7,202.1,123.7,484.1,442.3,353.7,221.1,137.7,117.9,75.3,23.2
-6,83.8,80.4,68.7,52,38.4,417.9,365.7,273.6,157.7,93.5,447.3,395.8,297.6,170.8,101.5,454.3,405.4,307.8,177.7,105.6,459.2,412.5,314.6,183.3,109.4,117.5,74.6,22.9,472.8,429.5,336.1,202.5,123.7,485,443.2,354.2,221.3,138,117.5,74.5,23.1
-5,166.2,151.4,122.5,82.1,54.6,427.2,373.3,278.7,159.4,94.9,448.7,397.4,298.6,171.3,101.8,455.6,407.7,308.2,178.2,105.8,460.2,413,315.3,183.7,109.4,117.5,74.8,23,473.4,430.8,336.4,202.8,123.6,486.3,444.1,355,221.4,138.2,117.2,74.5,23.1
-4,270.7,235.4,180.4,109,67.2,432.3,378,282.1,161.1,95.5,450.1,398.7,299.6,171.8,102,456.4,408.1,308.6,178.6,105.9,461.3,413.5,315.8,184.1,109.5,117.6,74.6,23,474.2,431.3,337,203.2,123.7,487.2,444.6,355.8,221.5,138.4,117.2,74.7,23.1
-3,337.3,289.7,216.2,124.4,74.6,436.2,381,285,162.1,96,451.5,399.8,300.6,172,102.2,457,408.5,309.2,178.8,106.3,462,414.3,316.3,184.2,109.9,117.7,74.6,23,474.9,431.3,337.6,203.4,123.9,487.7,445,355.9,221.7,138.5,117.2,74.7,23.1
-2,368.6,315.4,233.3,132.9,78.7,438.5,383.1,285.8,163.2,96.3,452.9,400.8,301.2,172.3,102.3,457.5,409.1,309.8,179,106.7,462.5,414.9,316.7,184.4,110.2,117.5,74.9,23,475.5,431.3,337.8,203.6,124,488.2,445.3,355.9,221.9,138.6,117.6,75.1,23.1
-1,380.4,325.2,240.4,136,80.2,439.2,384.7,286.6,163.4,96.6,453.5,401.1,301.7,172.6,102.4,458.1,409.6,310.3,179.1,106.5,462.8,415.5,317,184.4,110.4,117.7,75.3,23.2,476,431.4,338,203.5,124.1,488.7,445.7,356.3,222,138.5,117.5,74.3,23.1
0,381.9,326.7,241.4,136.9,80.5,439.5,385.1,286.4,163.6,96.7,453,401.4,301.8,172.9,102.5,458.3,409.7,310.7,179.1,106.3,462.8,415.9,317.3,184.5,110.4,117.7,75.5,23.1,476.4,431.7,338.3,203.3,124.1,488.9,445.8,356.7,222.2,138.4,117.4,74.8,23.2
1,376.8,323.3,239.2,135.9,80.1,438.7,384.5,286.3,163.4,96.8,452.7,401.8,301.6,172.9,102.3,458.2,409.8,310.5,179,106.4,462.9,415.9,317.3,184.5,110.2,117.8,75.3,23.2,476.7,432.2,338.6,203.6,124.1,488.9,445.9,356.7,222.1,138.5,117.3,74.9,23.1
2,359.1,309.3,230.5,131.5,77.9,437.8,382.9,285.4,163.2,96.5,452.7,402.2,301.5,173,102,458.2,409.8,310.2,178.8,106.6,463,415.8,317.1,184.5,110.1,117.6,75.1,23.4,476.7,432,338.5,203.9,124,488.8,445.6,356.6,222,138.6,117.5,74.8,23.1
3,318.2,277.7,211.5,123.5,74.1,436,380.9,284.6,162.4,96.2,452.1,401.1,301.4,172.7,101.9,458.4,409.8,309.9,178.9,106.4,462.7,415.3,316.9,184.4,110,117.3,75.2,23.2,476.7,431.4,338.5,203.6,123.8,488.7,445.3,356.2,222.1,138.5,117.6,74.8,23
4,237.2,216,173.3,107.3,66.8,432.1,377.8,282.2,161.6,95.5,450.7,399.8,300.9,172.4,102,458,409.1,309.5,179,106.1,462.2,414.8,316.7,184.3,109.9,117.5,75.3,23,476.5,431.2,338.4,203.4,123.9,488.6,445.2,355.8,222.1,138.5,117.3,74.8,23
5,128.4,126.8,113.4,81,55.1,425.4,372,279,160,94.9,449.5,398.6,300,171.9,102,457.3,408.3,309.1,178.7,106.3,461.8,414.4,316.4,184,110,117.5,75.1,23.1,476.1,431.5,338.3,203.2,124,488.3,445.1,355.9,221.9,138.4,117.4,74.5,23.1
6,61.2,63.6,59.8,49.6,38.2,415.1,363.1,273.8,157.5,93.7,448.1,396.8,298.8,171.3,101.7,456.5,407.5,308.6,178.5,106.5,461.6,413.9,316,183.7,109.9,117.4,75,23.1,475,431.3,337.7,202.9,123.9,487.9,444.7,355.9,221.7,138.3,117.7,74.8,23.2
7,31.6,33.7,32.1,27.8,22.9,394,347.6,264.6,153.8,92.4,445.8,394.6,297,170.7,101.4,455.8,406.7,308,178.1,106.2,460.8,413,315.5,183.3,109.6,117.6,75.3,23.1,474,430.6,337.1,202.9,123.8,487.3,444.3,355.3,221.5,138.4,117.7,75.2,23.3
8,18.5,20.3,18.9,16.1,13.5,353.9,318,248.9,148.3,89.9,442.9,391.9,295,170,100.9,454.6,405.2,307.3,177.7,105.8,459.7,412.1,314.9,182.9,109.4,118,74.9,23.2,473.1,429.7,336.7,202.9,123.7,486.4,443.1,354.7,221.2,138.4,117.6,75.1,23.2
9,12.1,13.6,12.8,10.5,8.5,279.7,262.3,219.8,138.3,86.2,438.5,388.3,292.7,168.8,100.5,452.7,403.6,305.9,177,105.6,458.7,410.9,314.2,182.9,109.4,118.2,74.4,23.4,472.2,428.5,336.3,202.5,123.6,485,441.9,353.8,221.1,138.1,118,74.4,23.1
10,8.3,9.7,9,7.2,5.7,174.4,179.7,169,121.4,80.2,431.8,382.3,289.2,167.5,100,450.6,401.1,304.6,176.3,105.4,457.7,409.7,313.2,182.8,109.3,117.9,74.5,23.1,471.2,427.6,335.4,202.1,123.3,483.8,441.3,353,220.9,137.8,117.7,74.7,23
11,5.9,7.1,6.8,5.4,4.2,89.7,102.3,103.3,94.9,70.2,420.9,373.6,283.7,165.3,99.2,448.3,399.5,303.5,175.5,104.8,455.8,408.5,312,182.2,109.1,117.7,74.8,22.9,470,427,334.5,201.4,123.1,482.9,440.7,352.4,220.5,137.6,117.4,74.8,23
12,4.5,5.5,5.2,4,3.1,48.5,57.1,58.5,61.1,54.9,401.8,360,276.1,163.1,98,445.3,396.5,301.3,174.6,104.3,453.9,407.2,310.8,181.6,108.8,118.1,74.9,22.9,468.5,426,333.6,200.8,123,481.9,439.7,351.7,220,137.4,117.5,74.8,22.9
13,3.5,4.3,4.2,3.2,2.4,29.7,35.6,35.6,36.8,37.1,364,334.7,263.8,159.1,96.6,441.6,392.7,298.7,173.8,103.9,451.9,405.3,309.5,180.9,108.3,118.2,74.7,23,467.2,424.6,332.6,200.6,122.8,480.6,438.6,351.2,219.7,137.2,118,74.7,23
14,2.8,3.6,3.4,2.7,2,20,24.7,24.6,23.4,23.5,292.6,287.9,241.2,153.5,94.5,437.2,388.5,296.3,172.9,103.4,449.8,402.9,308.3,180.2,107.9,117.8,74.6,22.9,466,423.3,331.9,200.4,122.6,478.8,437.3,350.6,219.3,137,117.8,74.4,23
