0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Scan Type:,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Inline,Inline,Inline,Inline,Inline,Inline
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV,10 MV,10 MV,10 MV,10 MV,10 MV,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV,10 MV,10 MV,10 MV,10 MV,10 MV
Fieldsize:,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm
Depth:,24.0 mm,24.0 mm,100.0 mm,100.0 mm,300.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,24.0 mm,100.0 mm,100.0 mm,300.0 mm,300.0 mm
,Color [MediumVioletRed],Color [ForestGreen],Color [Orange],Color [CornflowerBlue],Color [DeepPink],Color [DarkOliveGreen],Color [DarkRed],Color [DarkTurquoise],Color [DarkGreen],Color [DarkOrchid],Color [DarkBlue],Color [SlateBlue],Color [MediumVioletRed],Color [DarkCyan],Color [DarkMagenta],Color [DarkGoldenrod],Color [Teal],Color [Orange],Color [DeepPink],Color [Blue],Color [ForestGreen],Color [DarkOrange],Color [DarkOliveGreen],Color [CornflowerBlue],Color [Brown],Color [Gold],Color [DarkRed],Color [DarkTurquoise],Color [DarkGreen],Color [DarkOrchid],Color [DarkBlue],Color [SlateBlue],Color [Gold],Color [Teal],Color [Brown],Color [Blue],Color [DarkOrange]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-91,,,,,,,,,,,,,,,5,4.5,5.7,6.4,8.7,10.3,9.2,304.1,278.8,227.1,148.2,96.7,316.7,291.3,239.9,159,104.7,,,,,,
-90,,,,,,,,,,,,,,,5.1,4.6,5.8,6.6,9,10.5,9.4,306.6,280.7,229.1,149.1,97.1,318.3,292.7,241.2,159.8,105.1,,,,,,
-89,,,,,1.1,1.2,,,,,,,,,5.2,4.7,6,6.7,9.2,10.7,9.6,308.7,282.9,230.5,150,97.7,320.1,294,242.6,160.5,105.6,,,,,1.1,1.2
-88,,,,,1.1,1.1,,,,,,,,4.6,5.3,4.8,6.1,6.9,9.5,11,9.9,311,284.8,231.9,150.9,98.3,321.9,295.7,243.9,161.3,106,,,,,1.2,1.2
-87,,,,,1.1,1.2,,,,,,,,4.7,5.4,4.9,6.2,7.1,9.7,11.3,10.1,313.1,286.8,233.2,151.8,98.8,323.5,297.5,245.2,162,106.4,,,,,1.2,1.3
-86,,,,,1.1,1.2,,,,,,3.4,3.7,4.8,5.6,5,6.3,7.2,10,11.6,10.3,315.3,288.8,234.9,152.7,99.3,325.3,299,246.3,162.6,106.9,,,,,1.3,1.3
-85,,,,,1.2,1.3,,,,,,3.4,3.8,4.9,5.7,5.1,6.5,7.4,10.3,11.9,10.6,317.5,290.4,236.4,153.6,99.9,327,300.4,247.4,163.4,107.3,,,,,1.2,1.2
-84,,,,,1.2,1.3,,,,,,3.5,3.8,5.1,5.8,5.2,6.7,7.6,10.6,12.2,10.8,319.6,292.2,237.8,154.5,100.5,328.6,301.9,248.6,164.3,107.8,,,,,1.2,1.2
-83,,,1.4,1.4,1.3,1.2,,,,,,3.5,3.9,5.2,6,5.3,6.8,7.9,10.9,12.6,11.1,321.2,294,239.1,155.3,101,330.5,303.6,249.8,165.1,108.3,,,1.7,1.7,1.3,1.3
-82,,,1.5,1.5,1.3,1.3,,,,,,3.6,4,5.3,6.2,5.4,7,8.1,11.2,12.9,11.4,323.1,295.7,240.6,156.1,101.5,332.2,305.2,251.1,165.8,108.8,,,1.7,1.7,1.3,1.3
-81,,,1.5,1.5,1.3,1.3,,,,,,3.7,4.1,5.4,6.3,5.5,7.1,8.3,11.6,13.3,11.8,325.4,297.8,242.2,157,102,333.8,306.7,252.4,166.7,109.3,,,1.7,1.7,1.4,1.4
-80,1.1,1.1,1.5,1.5,1.4,1.3,,,,,,3.8,4.2,5.6,6.4,5.7,7.3,8.6,12,13.7,12.1,327.3,299.3,243.7,158,102.5,335.5,308.2,253.8,167.5,109.7,1.5,1.4,1.8,1.8,1.4,1.4
-79,1.1,1.1,1.6,1.6,1.4,1.4,,,,,,3.8,4.3,5.7,6.6,5.8,7.5,8.9,12.4,14.1,12.5,329.3,301.6,245.2,158.9,103,337.2,310,255.1,168.3,110.1,1.5,1.5,1.8,1.8,1.5,1.5
-78,1.1,1.1,1.6,1.6,1.4,1.4,,,,,,3.9,4.4,5.9,6.8,5.9,7.7,9.2,12.8,14.5,13,331,303.2,246.6,159.8,103.6,339.2,311.6,256.4,169.1,110.6,1.6,1.5,1.9,1.9,1.5,1.5
-77,1.2,1.1,1.7,1.6,1.4,1.4,,,,,,4,4.5,6,6.9,6.1,7.9,9.5,13.2,15,13.5,333.1,305.2,247.8,160.7,104.1,341,313.4,257.9,169.8,111.2,1.6,1.5,1.9,2,1.5,1.5
-76,1.2,1.1,1.8,1.7,1.4,1.5,,,,,2.1,4.1,4.6,6.2,7.1,6.2,8.2,9.8,13.7,15.5,14.2,335,307.1,249.6,161.5,104.6,342.7,315,259.2,170.5,111.6,1.6,1.5,2,2,1.6,1.6
-75,1.2,1.2,1.8,1.8,1.5,1.5,,,,,2.2,4.2,4.8,6.4,7.3,6.4,8.4,10.2,14.2,16.1,14.9,336.8,308.5,251.1,162.4,105.2,344.6,316.6,260.5,171.3,112.1,1.7,1.7,2.1,2,1.6,1.6
-74,1.2,1.2,1.8,1.8,1.5,1.5,,,,2.6,2.2,4.3,4.9,6.6,7.5,6.5,8.7,10.6,14.8,16.7,15.8,339,310.7,252.6,163.3,105.8,346.7,318.5,261.9,172.2,112.6,1.7,1.6,2.1,2.1,1.7,1.6
-73,1.3,1.2,1.8,1.9,1.6,1.6,,,,2.6,2.3,4.4,5,6.8,7.7,6.7,9,11,15.3,17.4,16.7,341.1,312.1,254.3,164.2,106.3,348.5,320.2,263.3,173.1,113.1,1.7,1.7,2.2,2.2,1.7,1.6
-72,1.3,1.3,1.9,1.9,1.6,1.6,,,2.5,2.7,2.3,4.5,5.1,7,7.9,6.9,9.4,11.5,16,18.2,18,342.9,314.1,255.7,165.2,106.8,350.4,322,264.5,174.1,113.6,1.7,1.8,2.2,2.3,1.7,1.7
-71,1.3,1.3,2,2,1.6,1.6,,2.1,2.6,2.8,2.4,4.6,5.3,7.2,8.1,7.1,9.8,12,16.7,19.2,19.7,344.8,316.1,257.2,166.2,107.3,352.2,323.8,265.8,174.9,114.1,1.8,1.8,2.3,2.3,1.7,1.7
-70,1.3,1.4,2.1,2,1.6,1.6,2,2.2,2.7,2.8,2.4,4.7,5.5,7.5,8.4,7.2,10.2,12.6,17.5,20.3,22,346.8,317.9,258.6,167.1,107.9,354.3,325.3,267.3,175.6,114.6,1.9,1.8,2.3,2.4,1.8,1.7
-69,1.3,1.4,2,2,1.7,1.6,2.1,2.3,2.7,2.9,2.5,4.8,5.6,7.7,8.6,7.4,10.6,13.3,18.4,21.5,25.2,349.1,319.4,260,168,108.5,356.6,327.2,268.8,176.4,115.1,2,1.9,2.4,2.5,1.8,1.8
-68,1.5,1.4,2.1,2.2,1.7,1.7,2.1,2.3,2.8,3,2.5,4.9,5.8,8,8.9,7.6,11.2,14,19.5,23.2,29.8,350.9,321.4,261.3,168.8,109.1,358.4,329.2,270.1,177.1,115.6,2,2,2.5,2.5,1.8,1.9
-67,1.5,1.5,2.2,2.2,1.8,1.8,2.1,2.4,2.9,3.1,2.6,5.1,6,8.2,9.1,7.8,11.7,14.9,20.7,25.3,36.3,353,323.7,263,169.8,109.6,360.3,331,271.4,178,116,2,2.1,2.6,2.6,1.9,1.9
-66,1.5,1.5,2.3,2.3,1.9,1.8,2.2,2.4,2.9,3.1,2.7,5.2,6.2,8.5,9.4,8,12.5,15.9,22,28,44.1,355.1,325.7,264.6,170.8,110.1,362.2,332.7,272.9,178.9,116.5,2.1,2.1,2.7,2.7,1.9,1.9
-65,1.6,1.6,2.4,2.4,1.9,1.9,2.2,2.4,3,3.2,2.7,5.4,6.4,8.8,9.7,8.3,13.2,17.1,23.7,31.8,52.7,357,327.1,266.2,171.6,110.6,364.3,334.7,274.4,179.7,117.1,2.2,2.2,2.7,2.8,2,2
-64,1.6,1.7,2.4,2.4,2,1.8,2.3,2.5,3.1,3.3,2.8,5.5,6.7,9.2,10,8.5,14.2,18.4,25.8,37.2,61.6,359.3,329.1,267.7,172.3,111.2,366.5,336.5,275.9,180.6,117.6,2.2,2.3,2.8,2.9,2,2
-63,1.7,1.6,2.6,2.5,2,1.9,2.3,2.5,3.2,3.4,2.8,5.7,6.9,9.5,10.4,8.8,15.3,20.2,28.3,45.2,69.9,361.5,331,269.2,173.3,111.7,368.4,338.2,277.3,181.5,118.1,2.3,2.4,3,3,2,2
-62,1.8,1.7,2.7,2.6,2,2,2.3,2.6,3.3,3.5,2.9,5.9,7.2,9.9,10.7,9.1,16.8,22.3,31.7,56.6,77.3,363.3,332.6,270.6,174.3,112.2,370.2,339.9,278.7,182.4,118.6,2.4,2.4,3.1,3.1,2.1,2.1
-61,1.8,1.8,2.7,2.7,2.1,2.1,2.4,2.7,3.4,3.6,3,6.1,7.5,10.3,11.1,9.5,18.6,25,36.1,70,82.8,365.4,335,272.2,175.3,112.7,372.5,341.5,280,183.2,119,2.5,2.4,3.1,3.2,2.2,2.2
-60,1.9,1.8,2.8,2.8,2.1,2.1,2.5,2.7,3.5,3.7,3,6.4,7.8,10.7,11.5,9.8,21,28.4,42.1,85,87.1,367.5,336.7,273.6,176.2,113.2,374.6,343.4,281.4,184,119.6,2.6,2.5,3.2,3.3,2.2,2.2
-59,2,1.9,2.9,2.9,2.1,2.2,2.5,2.8,3.6,3.8,3.1,6.6,8.1,11.1,12,10.3,24,33.1,51,100,90,369.6,338.9,275.1,177,113.8,376.6,345.5,282.7,184.8,120.2,2.6,2.7,3.4,3.4,2.2,2.3
-58,2,1.9,3,3,2.3,2.2,2.6,2.9,3.7,3.9,3.3,6.8,8.5,11.6,12.4,10.8,28.3,39.3,64.6,114.4,92.2,371.9,340.8,276.6,177.9,114.3,378.4,347.3,284.1,185.7,120.7,2.8,2.8,3.5,3.5,2.3,2.3
-57,2.1,2.1,3.2,3.1,2.3,2.2,2.6,3,3.8,4,3.3,7.1,8.9,12.2,13,11.3,33.9,48.8,84.7,126.7,94.1,374.1,342.7,278.4,178.8,114.9,380.1,349.1,285.7,186.6,121.1,2.9,2.8,3.6,3.6,2.4,2.4
-56,2.2,2.2,3.2,3.2,2.3,2.3,2.7,3.1,3.9,4.1,3.4,7.4,9.4,12.7,13.5,12,42.9,62.7,108.4,136.6,95.5,375.9,344.3,279.7,179.8,115.5,382.3,351.1,287.2,187.4,121.5,2.9,2.9,3.8,3.7,2.4,2.4
-55,2.2,2.2,3.3,3.3,2.4,2.4,2.8,3.2,4,4.3,3.5,7.8,9.9,13.4,14.3,12.7,56.1,85.5,135.2,143.5,96.9,377.9,346.2,281.1,180.7,116,384.3,353.3,288.6,188.3,122.1,3.1,3,3.8,3.9,2.5,2.5
-54,2.3,2.3,3.5,3.5,2.4,2.4,2.8,3.3,4.2,4.4,3.6,8.2,10.4,14.1,15,13.8,79.3,115.1,162.1,148.3,98,380.2,348.1,282.8,181.6,116.4,386.7,355,290.1,189.1,122.6,3.2,3.1,4,4,2.6,2.5
-53,2.4,2.4,3.6,3.6,2.5,2.5,2.9,3.4,4.3,4.5,3.7,8.6,11,14.9,16,14.9,112,150.1,188.1,152.1,99.1,382.4,350.1,284.1,182.6,116.9,388.8,356.6,291.5,189.8,123.1,3.2,3.2,4.1,4.1,2.7,2.7
-52,2.5,2.5,3.8,3.8,2.6,2.6,3,3.5,4.5,4.7,3.8,9.1,11.8,15.9,17,16.4,151.6,187.2,211.1,154.8,100,384.5,352.3,285.5,183.5,117.4,391,358.3,293.1,190.6,123.5,3.3,3.3,4.2,4.3,2.7,2.7
-51,2.6,2.6,4,3.9,2.7,2.7,3.1,3.6,4.6,4.8,3.9,9.8,12.7,17,18.4,18.4,194.7,224,228.9,157.6,100.8,386.7,354.4,287.2,184.4,118,393.2,360.3,294.6,191.5,124,3.5,3.4,4.4,4.4,2.8,2.7
-50,2.7,2.7,4.1,4.1,2.8,2.8,3.1,3.7,4.8,5,4,10.5,13.7,18.2,20,21.4,238.4,258,240.9,159.7,101.7,388.7,356,288.5,185.2,118.6,395.3,362.4,296,192.4,124.5,3.6,3.6,4.6,4.5,2.8,2.8
-49,2.8,2.8,4.3,4.3,2.9,2.9,3.3,3.9,5,5.1,4.2,11.4,14.9,19.7,22.1,25.5,279.4,285.4,249.7,161.7,102.6,390.9,357.9,290.5,186,119,397.5,364.4,297.4,193.3,125.1,3.7,3.7,4.7,4.7,3,3
-48,2.9,3,4.5,4.5,3,3,3.4,4,5.2,5.3,4.3,12.4,16.3,21.5,24.9,31.4,313.9,305.7,255.6,163.3,103.3,393.3,360.1,291.6,186.8,119.5,399.8,366.3,299.2,194.2,125.6,3.8,3.8,4.8,4.9,3.1,3.1
-47,3.2,3.2,4.6,4.7,3.2,3.2,3.5,4.2,5.4,5.5,4.4,13.6,18.1,23.9,28.7,38.8,339.9,318.6,260.6,164.8,103.9,395.5,362.1,293.1,187.7,120.1,402.2,368.3,300.7,195,126,3.9,4,5.1,5.1,3.3,3.4
-46,3.3,3.3,4.9,4.8,3.4,3.5,3.6,4.4,5.7,5.7,4.6,15.3,20.3,26.8,34.3,47.6,355.3,327.7,265,166.5,104.6,397.6,364.2,295.2,188.5,120.7,404.3,370.3,302,195.9,126.5,4.1,4.1,5.3,5.3,3.6,3.6
-45,3.5,3.5,5.1,5.1,3.7,3.7,3.7,4.5,5.9,5.9,4.8,17.4,23.3,30.7,42.3,56.8,365.9,334.5,268.3,167.8,105.4,400.2,365.8,296.7,189.4,121.2,406.1,372.2,303.4,196.7,127,4.3,4.3,5.6,5.6,3.9,3.9
-44,3.7,3.7,5.4,5.4,4.3,4.2,3.9,4.8,6.2,6.2,4.9,20.2,26.9,35.8,53.9,66.1,373.7,340.3,271.2,169.1,106.1,402.6,367.8,298.1,190.3,121.7,408.6,374.2,305.2,197.6,127.5,4.5,4.5,5.9,5.9,4.3,4.4
-43,3.9,3.9,5.7,5.7,5,5,4.1,5,6.5,6.5,5.2,24,32.1,43.6,68.3,74.7,380.1,345.1,274.3,170.4,106.8,404.5,370.1,299.6,191.3,122.1,411,376.2,306.7,198.5,128,4.7,4.7,6.2,6.2,5,5.1
-42,4.1,4.1,6.1,6.1,6,6.1,4.3,5.3,6.9,6.7,5.4,29.4,39,54.9,84.7,81.9,384.8,348.9,276.9,171.7,107.4,406.5,372.2,301.2,192.4,122.6,413.1,378.3,308.2,199.4,128.5,5,5,6.6,6.6,6,6.1
-41,4.4,4.4,6.6,6.6,7.5,7.7,4.5,5.6,7.3,7.1,5.7,37,50,73,101.2,87.7,389.4,352.5,279.7,172.9,108,408.9,374.3,302.9,193.2,123.1,415.1,380.3,309.6,200.3,129,5.3,5.3,7.1,7.2,7.2,7.5
-40,4.8,4.9,7.2,7.2,9.3,9.6,4.7,6,7.7,7.4,6,49.5,66.7,96.9,117.2,91.6,393.3,356,282,174.1,108.5,411.5,376.6,304.4,194.1,123.6,417.4,382.4,311.2,201.2,129.5,5.7,5.8,7.9,8,8.8,9.1
-39,5.4,5.5,8.2,8.2,11.5,11.8,5,6.4,8.2,7.9,6.4,69.3,94.3,125.2,131.2,94.7,396.7,359.3,284.1,175.2,109.1,413.9,378.4,306,194.9,124.1,419.9,384.4,312.8,202,129.9,6.4,6.5,9,9.1,10.6,11.1
-38,6.2,6.2,9.6,9.8,13.7,14,5.4,6.9,8.7,8.3,6.8,102.4,129.1,155.3,142.4,97,400.2,362.4,286.4,176.2,109.7,416,380.3,307.5,195.7,124.7,422.1,386.2,314.5,202.8,130.4,7.4,7.4,10.5,10.8,12.7,13.1
-37,7.3,7.3,11.8,12.2,15.8,16,5.8,7.5,9.4,9,7.4,144.2,169.4,185.4,150.6,98.8,403.3,365.3,288.2,177.4,110.4,418.3,382.6,309.1,196.7,125.2,424.5,388.4,316,203.6,130.9,8.8,8.8,13,13.2,14.9,15.2
-36,8.8,9,15.1,15.9,17.8,17.9,6.3,8.2,10.1,9.6,8,191.6,210.9,213,155.8,100.2,405.9,367.9,290.4,178.5,111.1,420.8,384.6,310.6,197.8,125.6,426.7,390.6,317.4,204.3,131.4,10.9,10.9,16.7,16.9,17,17.2
-35,11.8,12.2,20.5,21.5,19.2,19.3,6.9,9,11.1,10.5,8.9,240.7,251.6,235.3,159.9,101.5,409.2,370.4,292.4,179.6,111.8,422.9,387.1,312.5,198.6,126.1,429.1,392.7,318.8,205.3,131.9,14.1,14.3,21.6,21.9,18.7,19
-34,17.3,18.1,27.7,28.8,20.3,20.4,7.6,10,12.1,11.5,9.9,287.1,287.6,252,163,102.6,411.8,373,294.4,180.8,112.3,425.2,388.9,313.9,199.5,126.5,431.4,394.8,320.6,206.3,132.3,19.7,19.9,27.6,28.1,20,20.2
-33,25.9,26.9,35.4,36.7,21.1,21.1,8.6,11.1,13.5,12.7,11.2,328.5,315.3,262.5,165.6,103.6,414.4,375.7,296.3,181.9,112.8,427.3,390.8,315.4,200.2,127,433.7,396.9,322,207.1,132.8,27.6,27.8,34.6,35.3,21,21
-32,37.2,38.2,43.4,44.7,21.6,21.6,9.7,12.5,15,14.4,13,358.6,334.2,270.1,167.9,104.5,416.7,378.1,298.1,183,113.4,429.7,392.8,316.9,201,127.6,436.1,398.8,323.5,208,133.2,37.4,37.6,42.3,43,21.6,21.6
-31,50.3,51.4,51.2,52.4,22,21.9,11.3,14.4,17,16.5,15.5,378.9,346.1,275.8,169.8,105.3,419.7,380.2,299.7,183.9,114,432.1,394.6,318.3,201.8,128.1,438.3,400.8,325.1,208.8,133.6,49.1,49.3,50.5,50.8,21.9,21.9
-30,64.1,65,58.3,59.2,22.2,22.1,13.2,16.8,19.6,19.4,19,391.2,355,280.3,171.5,106.1,422.1,382.7,301.6,184.7,114.5,434.5,396.8,319.7,202.6,128.6,440.4,402.7,326.6,209.6,134,62.1,62.3,57.4,57.8,22.2,22.2
-29,77.3,77.9,63.5,64.1,22.3,22.3,15.8,19.7,22.8,23.2,24.1,400.2,361.4,284.4,173,106.7,424.5,385.2,303.3,185.5,115.1,436.7,399.1,321.3,203.6,129,442.8,404.7,328.1,210.3,134.4,75.4,75.6,62.9,63.2,22.4,22.3
-28,89,89.2,67,67.2,22.4,22.4,19.3,24,27.3,28.9,31.1,407.1,366.9,287.7,174.4,107.3,427.3,387.1,305,186.3,115.5,438.9,400.9,322.8,204.5,129.4,445.3,406.9,329.3,211,134.9,87.8,87.9,66.9,67.1,22.5,22.5
-27,98.2,98.2,69.3,69.3,22.6,22.5,24.3,29.7,33.5,37.3,39.7,412.5,371.7,290.5,175.7,107.9,429.6,388.9,306.4,187.2,115.9,441.3,402.9,324.1,205.2,129.8,447.2,408.7,330.5,211.8,135.4,97.7,97.4,69.5,69.5,22.6,22.6
-26,104.4,104.5,70.7,70.7,22.6,22.6,31.2,37.5,43,49.4,49.3,417,375.8,293,177,108.4,431.6,391,308.1,188.2,116.4,443.3,404.7,326,205.9,130.2,449.3,410.7,332.1,212.6,135.8,104.4,104.1,71.1,71,22.7,22.7
-25,108.2,108.1,71.7,71.6,22.7,22.7,42.2,49.5,57.2,64.2,59.4,421,378.9,295.4,178.1,109,434,393.2,309.4,189.1,116.8,445.4,406.2,327.3,206.6,130.6,451.3,412.4,333.6,213.4,136.2,108.4,108.3,72,72,22.8,22.8
-24,110.2,109.9,72.3,72.2,22.8,22.8,59.1,68.7,79,81.1,68.9,424.4,382.3,297.7,179.2,109.7,436,395.4,311.2,190,117.3,447.4,408.2,328.7,207.4,130.9,453.1,414,334.8,214.1,136.6,110.7,110.6,72.6,72.6,22.9,22.9
-23,111.4,111.3,72.7,72.6,22.8,22.8,87.7,98.4,105.9,98.3,77.5,427.5,385.4,299.7,180.1,110.3,438.2,397.3,312.7,190.9,117.8,449.4,410,329.8,208.1,131.3,455.2,415.9,335.9,214.7,136.9,112.4,112.1,73.2,73.1,22.9,22.9
-22,112.4,112.2,73.1,72.9,22.9,22.9,126,135.2,136.2,115,84.4,430.2,388.1,301.6,181,110.8,440.4,399.2,314.1,191.7,118.1,451.5,411.4,330.9,208.7,131.7,457.5,417.9,337.4,215.4,137.3,112.9,113,73.5,73.5,22.9,22.9
-21,112.9,112.7,73.3,73.2,22.9,22.9,172.4,176.9,167.7,129.9,89.5,433.1,390.3,303.5,181.8,111.2,442.4,401.1,315.7,192.5,118.5,453.7,413.6,332.1,209.3,132.1,459.4,419.5,338.8,216.1,137.8,113.5,113.4,73.8,73.8,23,23
-20,113.2,113.1,73.5,73.5,22.9,23,222.8,220.8,198.3,142.2,93.2,435.4,392.5,305.2,182.6,111.6,444.7,402.9,317.1,193.2,118.9,455.6,415.6,333.4,209.9,132.6,461.3,421,339.9,216.8,138.1,113.9,113.7,74.1,74,23.1,23
-19,113.4,113.2,73.7,73.7,23,23,273.8,263.3,226.7,151.2,95.7,437.7,394.4,306.7,183.5,112,446.6,404.8,318.5,193.8,119.4,457.5,417.6,334.7,210.6,133,463.6,422.9,341.1,217.4,138.4,114.1,114,74.4,74.2,23.1,23.1
-18,113.7,113.6,74,73.9,23.1,23.1,320.7,301.7,248.6,157.1,97.9,440.1,396.7,308.2,184.4,112.4,448.7,406.4,319.5,194.3,119.7,459.1,418.9,335.9,211.4,133.4,465.3,424.9,342.3,218,138.8,114.4,114.2,74.6,74.4,23.2,23.2
-17,113.9,113.7,74.1,74,23.1,23.1,359.8,331.2,263.7,161.3,99.3,442.3,398.7,309.8,185.2,112.9,450.4,407.8,320.4,195,120,461,420.1,337,212,133.6,467.2,426.3,343.5,218.6,139.2,114.6,114.3,74.6,74.4,23.2,23.2
-16,113.9,113.7,74.2,74.1,23.1,23.1,388.2,351,273.7,164.5,100.6,444.5,401,311.2,185.9,113.3,452,409.4,321.7,195.7,120.4,462.9,422.2,338.1,212.5,133.8,469.2,427.6,344.6,219.3,139.5,114.5,114.3,74.6,74.5,23.2,23.2
-15,113.9,113.8,74.2,74.2,23.1,23.1,405.7,363,280,167.1,101.5,446.6,402.6,312.6,186.6,113.7,454,411.1,323,196.3,120.8,465,423.6,339.3,213.1,134.1,470.7,429,345.7,219.9,139.8,114.7,114.3,74.7,74.5,23.2,23.2
-14,114,113.9,74.3,74.4,23.2,23.1,416.9,371.9,285.4,169.1,102.4,448.1,404.1,313.9,187.2,114.1,455.6,412.6,324.3,196.9,121.2,466.3,425,340.5,213.7,134.3,472.1,430.3,346.7,220.5,140,114.9,114.4,74.8,74.6,23.2,23.2
-13,114.2,113.8,74.5,74.4,23.2,23.2,424.9,378.3,289.8,170.6,103.1,449.9,405.6,315.2,187.9,114.4,457.4,414,325.7,197.6,121.5,467.9,426.4,341.3,214.3,134.7,473.8,431.6,347.7,221,140.2,114.9,114.6,74.9,74.7,23.3,23.2
-12,114.1,114,74.5,74.5,23.2,23.2,430.5,383.2,292.7,172.1,103.7,451.8,406.9,316.2,188.5,114.7,458.6,415.2,326.7,198.2,121.7,469.8,427.6,342.1,214.9,135,475.3,433,348.5,221.4,140.5,114.9,114.5,74.8,74.8,23.3,23.1
-11,114.1,114.1,74.6,74.6,23.2,23.2,434.9,387,295.5,173.2,104.2,453.3,408.2,317.1,189.1,114.9,459.9,416.3,327.6,198.7,121.8,471.5,428.7,343,215.3,135.3,476.6,434.3,349.4,221.8,140.8,114.7,114.5,74.9,74.8,23.3,23.2
-10,114.2,114.2,74.6,74.6,23.3,23.2,438.3,390.1,297.3,174.2,104.7,454.7,409.5,318,189.6,115.2,461.8,417.4,328.4,199.3,122.1,472.7,429.9,343.9,215.7,135.5,477.9,435.4,350.3,222.3,141,114.6,114.4,75,74.8,23.4,23.2
-9,114.3,114.3,74.7,74.7,23.3,23.2,441.1,392.8,299.3,174.9,105.1,455.8,410.8,318.9,190,115.5,462.9,418.4,329,199.6,122.3,473.7,431.1,344.7,216.1,135.7,479.1,436.5,351.2,222.6,141.3,114.7,114.4,75.1,74.9,23.4,23.2
-8,114.5,114.1,74.8,74.6,23.2,23.3,443.6,394.7,301,175.6,105.5,456.8,411.8,319.6,190.4,115.6,463.9,419.4,329.7,199.9,122.6,474.8,432,345.5,216.4,135.9,480.3,437.6,351.9,222.9,141.4,114.7,114.5,75,74.9,23.3,23.3
-7,114.3,114,74.9,74.7,23.3,23.3,445.5,397,301.9,176.1,105.8,458,412.7,320.2,190.7,115.8,464.9,420.5,330.3,200.2,122.8,476,432.9,346.1,216.7,136,481.2,438.6,352.5,223.2,141.5,114.6,114.5,75.1,74.9,23.4,23.2
-6,114.2,113.9,74.8,74.9,23.3,23.3,447.1,398.1,302.8,176.7,106,459.3,413.7,320.8,191.1,115.9,465.7,421.4,331,200.5,123,477,433.6,346.7,217,136,482,439.3,353,223.5,141.7,114.5,114.4,75,74.9,23.3,23.4
-5,114.2,114.1,74.9,74.9,23.4,23.3,448.1,399,303.7,177,106.2,460.1,414.6,321.4,191.4,116.1,466.6,422.2,331.6,200.6,123.2,477.7,434.2,347,217.1,136.2,482.8,440,353.4,223.7,141.8,114.4,114.4,75,75,23.4,23.4
-4,114.3,114.3,74.9,74.8,23.3,23.3,449,400.1,304.6,177.3,106.4,460.5,415.3,321.9,191.7,116.3,467.1,422.8,331.8,200.8,123.3,478.3,434.9,347.3,217.3,136.5,483.6,440.6,353.9,224,141.9,114.5,114.1,75,75.1,23.4,23.3
-3,114.3,114.1,74.9,74.9,23.3,23.2,449.8,401.2,305,177.5,106.5,460.8,415.9,322.4,191.8,116.4,467.7,423.1,332,201.2,123.3,478.7,435.5,347.6,217.5,136.6,484.3,441.1,354.3,224.1,142,114.5,114.2,74.9,75,23.4,23.3
