0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
-44,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.6,0.5,0.4,0.7,0.9,1.1,1,0.8,1.3,1.6,2,1.8,1.3,2,2.7,3.2,2.9,2.1,3,4.9,3.4,120.4,102.2,77.7,44.3,25.4,130.6,113.9,90.4,54.7,32.7,3.7,5.4,3.5
-43,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.5,0.6,0.5,0.4,0.7,1,1.2,1,0.8,1.3,1.7,2.1,1.9,1.4,2.1,2.8,3.4,3,2.2,3.2,5.1,3.8,120.9,102.4,78,44.4,25.5,130.5,113.7,90.4,54.7,32.7,3.8,5.6,3.9
-42,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.5,0.6,0.5,0.4,0.8,1,1.2,1.1,0.8,1.4,1.8,2.2,1.9,1.4,2.2,3,3.6,3.1,2.3,3.3,5.4,4.4,121.3,102.7,78.2,44.5,25.6,130.2,113.5,90.5,54.7,32.8,4.1,5.9,4.3
-41,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.5,0.6,0.5,0.4,0.8,1.1,1.2,1.1,0.8,1.4,1.9,2.3,2,1.4,2.3,3.1,3.7,3.3,2.4,3.5,5.6,5.5,121.6,103.1,78.4,44.6,25.7,130.1,113.4,90.4,54.7,32.8,4.2,6.2,5.3
-40,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.6,0.6,0.5,0.4,0.8,1.1,1.3,1.1,0.8,1.5,2,2.4,2.1,1.5,2.4,3.3,3.9,3.4,2.5,3.7,6.1,7.4,121.7,103.3,78.7,44.7,25.7,129.9,113.5,90.4,54.7,32.7,4.4,6.5,6.9
-39,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.6,0.5,0.4,0.9,1.1,1.4,1.2,0.8,1.5,2.1,2.5,2.2,1.5,2.5,3.5,4.1,3.5,2.6,3.9,6.5,10.2,121.8,103.3,78.9,44.9,25.8,129.8,113.6,90.3,54.8,32.8,4.6,7.1,9.5
-38,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.6,0.4,0.9,1.2,1.4,1.2,0.9,1.6,2.2,2.6,2.2,1.6,2.6,3.7,4.3,3.6,2.8,4.2,7.1,13.5,121.8,103.5,79,45.1,25.8,129.7,113.5,90.3,55,33,4.9,7.9,12.7
-37,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.6,0.4,0.9,1.3,1.5,1.3,0.9,1.7,2.3,2.7,2.3,1.6,2.8,3.9,4.5,3.9,3,4.5,8.1,16.7,121.8,103.8,79,45.1,25.9,129.7,113.4,90.4,54.9,33,5.3,8.9,15.9
-36,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.6,0.4,1,1.3,1.6,1.3,0.9,1.8,2.4,2.9,2.4,1.7,2.9,4.1,4.7,4.1,3.5,4.9,9.6,18.9,121.9,104,79.2,45.1,26,129.7,113.5,90.5,54.9,32.9,5.9,10.3,18.4
-35,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.8,0.6,0.4,1,1.4,1.6,1.4,1,1.9,2.5,3,2.5,1.8,3.1,4.3,5,4.5,4.4,5.7,12.9,20.1,122,104.2,79.4,45.3,26.1,129.7,113.6,90.6,54.8,32.9,6.8,13.7,19.9
-34,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.6,0.7,0.8,0.6,0.4,1.1,1.5,1.7,1.4,1,1.9,2.7,3.2,2.6,1.8,3.2,4.7,5.4,4.9,5.7,7.2,20.2,20.8,122,104.4,79.6,45.5,26.1,129.5,113.5,90.7,54.8,32.8,8.6,19.7,20.9
-33,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.6,0.7,0.8,0.7,0.5,1.2,1.6,1.8,1.5,1,2.1,2.9,3.3,2.7,1.9,3.5,5.1,5.9,6.2,8.1,10.9,32.3,21.3,122.1,104.5,79.8,45.6,26.1,129.4,113.5,90.6,55.1,32.8,12.1,29.9,21.4
-32,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.6,0.8,0.9,0.7,0.5,1.2,1.6,1.9,1.5,1.1,2.2,3,3.5,2.9,2.1,3.8,5.7,6.6,7.5,11.4,18.8,45.9,21.6,122.1,104.6,79.9,45.6,26.2,129.4,113.3,90.4,55.3,32.8,19,43.2,21.8
-31,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.6,0.8,0.9,0.7,0.5,1.3,1.7,2,1.6,1.1,2.3,3.2,3.7,3,2.3,4.3,6.5,7.7,10.9,14.9,34.3,57.7,21.8,122.2,104.7,80,45.6,26.3,129.4,113.2,90.5,55.3,32.8,31.9,56.3,22.1
-30,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.7,0.8,0.9,0.7,0.5,1.3,1.8,2,1.7,1.1,2.4,3.5,3.9,3.2,2.6,5.1,7.6,9.9,16.5,17.5,62.2,65,22,122.2,104.8,80.3,45.7,26.3,129.3,113.2,90.6,55.3,32.9,55.3,64.1,22
-29,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.7,0.9,1,0.8,0.5,1.4,2,2.2,1.7,1.2,2.6,3.8,4.2,3.6,3.3,6.3,9.8,14.6,24,19.2,86.4,68.5,22.2,122.3,104.8,80.6,45.8,26.2,129.4,113.3,90.6,55.2,33,82.4,68.5,22.3
-28,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.7,0.9,1,0.8,0.5,1.5,2.1,2.3,1.8,1.3,2.8,4.2,4.6,4,4.1,9,15.2,23.5,30.1,20.1,102.4,70.1,22.5,122.4,104.9,80.7,45.9,26.3,129.7,113.2,90.5,55.2,33,100.4,70.4,22.2
-27,0.3,0.4,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.8,1,1.1,0.8,0.6,1.6,2.2,2.4,1.9,1.4,3.1,4.6,5.2,5.3,6.2,16.2,26.1,37.5,34.2,20.5,110.4,71.3,22.6,122.6,105,80.7,45.9,26.3,129.6,113.1,90.4,55.1,33,110.1,71.5,22.4
-26,0.3,0.3,0.4,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.8,1,1.2,0.9,0.6,1.7,2.3,2.6,2,1.4,3.6,5.4,5.9,6.7,8.8,31.3,44.3,52,36,20.8,113.2,72.1,22.3,122.6,105.1,80.9,45.9,26.3,129.4,113.2,90.3,55.1,32.9,114.4,72.4,22.7
-25,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.8,1.1,1.2,0.9,0.6,1.8,2.5,2.8,2.2,1.6,4.3,6.3,7.4,10.3,12.8,56.6,67.2,61,36.8,21.1,115.2,72.3,22.4,122.7,105.1,81,45.9,26.4,129.3,113.4,90.5,55.2,33,115.9,73,22.6
-24,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.9,1.2,1.3,1,0.6,1.9,2.7,3,2.4,1.8,5.4,8.1,10.5,15.9,15.9,84.9,81.9,65.8,37.6,21.2,115.8,72.4,22.5,122.9,105.2,80.9,46,26.3,129.4,113.3,90.6,55.2,33.1,116.6,73.6,22.8
-23,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.9,1.3,1.4,1,0.7,2.1,3.1,3.3,2.7,2.3,8.1,12,17,23.2,17.8,101.5,89,68,37.9,21.4,116.8,73,22.6,123.1,105.3,80.9,46.1,26.3,129.4,113.2,90.6,55.2,33.1,117.3,74,22.6
-22,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,1,1.4,1.4,1,0.7,2.4,3.4,3.8,3.1,3.1,14.3,21,28.6,29.2,19.1,108.9,92.4,69.1,38.2,21.5,117.3,73.4,22.7,122.9,105.4,81,46.2,26.5,129.5,113.2,90.6,55.1,33.1,117.6,74.1,22.6
-21,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,1,1.5,1.5,1.1,0.8,2.7,4.1,4.4,4.3,4.4,28.6,37.7,43.8,32.8,19.6,112.3,93.7,69.8,38.4,21.5,117.2,73.3,22.8,122.7,105.4,81.1,46.2,26.6,129.3,113.2,90.4,55.2,33.1,117.7,74,22.6
-20,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,1.1,1.6,1.6,1.2,0.8,3.4,4.8,5.3,5.5,6.5,52.4,60,55.6,34.9,20.1,114,94.9,70.4,38.6,21.5,117.1,73.2,22.9,122.6,105.4,81,46.1,26.7,129.1,113.3,90.3,55.3,33.2,118,73.8,22.4
-19,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.3,0.2,0.2,1.2,1.7,1.8,1.3,0.9,4.3,6.2,7.3,8.7,9.8,79.8,77,62.3,35.7,20.3,114.9,95.5,70.9,38.8,21.6,117.6,73.4,22.7,122.5,105.4,81,46.2,26.7,129.1,113.4,90.3,55.3,33.1,118.3,74.1,22.7
-18,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.4,0.2,0.2,1.3,1.9,2,1.5,1.1,6.6,9.3,11.8,14.1,13.4,98,86.1,65.7,36.6,20.4,115.3,96,71.2,38.9,21.6,117.5,73.5,22.7,122.4,105.4,81,46.3,26.6,129.2,113.3,90.3,55.3,33,118.4,74.3,22.6
-17,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.2,0.3,1.6,2.2,2.3,1.8,1.3,12.2,16.5,20.2,21.5,16,107,90.4,66.9,36.8,20.6,115.5,96.3,71.4,39,21.7,117.4,73.9,22.7,122.3,105.4,81.1,46.3,26.6,129.2,113.2,90.4,55.2,33,118.1,74.6,22.6
-16,0.5,0.5,0.6,0.6,0.5,0.6,0.4,0.4,0.3,0.3,1.9,2.7,2.8,2.2,2.1,25.2,30.6,33.6,27.7,17.7,110.5,91.7,68.1,37.1,20.7,115.3,96.6,71.6,39,21.7,117.6,74.1,22.9,122.5,105.5,81.2,46.3,26.6,129.1,113.1,90.4,55.1,33.1,118,74.6,22.9
-15,0.5,0.5,0.6,0.6,0.6,0.6,0.4,0.4,0.3,0.3,2.5,3.4,3.3,3.4,2.9,48.8,52.3,47.7,31.6,18.5,112.3,93,68.6,37.2,20.7,115.3,96.9,71.7,39.1,21.7,117.9,74.2,23,122.7,105.6,81.3,46.4,26.6,129,113,90.4,55.1,33.2,118.3,74.4,23.1
-14,0.5,0.5,0.7,0.7,0.6,0.7,0.5,0.5,0.3,0.3,3.4,4.6,4.6,4.6,4.7,77.6,71.3,57.1,33.6,19,113.2,93.7,69,37.4,20.8,115.5,97,71.9,39.1,21.7,118.5,74.4,22.8,122.5,105.6,81.3,46.5,26.7,129.1,113,90.4,55.2,33.3,118.4,74.3,23
-13,0.6,0.6,0.8,0.8,0.7,0.8,0.5,0.5,0.4,0.4,5.4,7.1,7.5,7.9,7.5,96.1,82.1,62.2,34.4,19.3,113.7,94.4,69.2,37.4,20.8,115.7,96.9,72,39.3,21.7,117.9,74.5,23,122.3,105.5,81.3,46.5,26.7,129,112.9,90.3,55.2,33.2,118.2,74.6,23.1
-12,0.8,0.7,1,0.9,0.9,0.9,0.6,0.6,0.5,0.4,11.1,13.7,13.6,13.3,10.9,105.5,87.7,64.3,35.1,19.5,114.1,94.5,69.4,37.5,20.8,115.8,97,71.9,39.5,21.8,117.4,74.5,23,122.4,105.4,81.3,46.5,26.7,128.9,113.1,90.1,55.3,33.2,118.3,74.5,23.1
-11,1,0.9,1.3,1.1,1.2,1.1,0.9,0.8,0.6,0.6,23.2,25.7,24.7,20.4,14.1,109,89.5,65.5,35.4,19.6,114.2,94.6,69.6,37.6,20.8,115.8,97.2,71.9,39.4,21.9,117.3,74.7,23,122.5,105.4,81.3,46.4,26.7,128.8,113.2,90.2,55.3,33.2,118.2,74.6,23.1
-10,1.4,1.3,1.7,1.5,1.6,1.4,1.1,1.1,1.1,0.8,45.7,45.2,39.6,26.5,16.3,110.8,90.8,66.3,35.7,19.6,114.3,94.7,69.7,37.7,20.8,115.9,97.4,72.2,39.4,21.9,117.7,74.8,23,122.3,105.4,81.3,46.4,26.7,128.9,113,90.3,55.3,33.2,118,74.7,23.2
-9,2.1,1.9,2.5,2.3,2.3,2,2.2,1.7,1.8,1.4,73.5,64.8,51.6,30.2,17.5,111.5,91.5,66.7,35.7,19.7,114.2,94.9,69.8,37.7,20.8,116,97.4,72.3,39.4,21.9,117.6,74.7,23,122.1,105.5,81.3,46.5,26.6,128.9,112.8,90.4,55.3,33.2,118,74.8,23.1
-8,3.8,3.4,4.2,3.8,4,3.5,3.3,2.9,2.9,2.5,92.8,77.7,58.2,32.3,18,111.8,92,67.1,35.7,19.7,114.1,95.1,69.8,37.7,20.9,116,97.4,72.4,39.5,22,118.1,75,22.9,122.1,105.5,81.3,46.6,26.6,128.6,112.8,90.4,55.4,33.2,117.6,74.9,23
-7,8.1,7.2,8.7,7.4,8,6.8,6.3,5.7,5.1,4.4,102.9,84.1,61.6,32.9,18.4,112.1,92.2,67.4,35.9,19.8,114,95.3,69.9,37.7,20.9,116,97.4,72.5,39.4,22,118.7,74.9,22.9,122.1,105.5,81.2,46.6,26.7,128.4,112.7,90.3,55.4,33.2,117.8,74.6,22.9
-6,18.7,16.8,18.2,16.2,15.8,13.9,11.3,10.3,8.1,7.3,106.8,86.7,62.6,33.6,18.5,112.3,92.3,67.5,36.1,19.8,114,95.3,70.1,37.8,20.9,116,97.4,72.6,39.3,22,118.6,74.9,23,122.1,105.4,81.2,46.6,26.7,128.3,112.7,90.3,55.3,33.2,118,74.5,22.9
-5,39.1,36.5,34.7,32.3,28.1,26,18.1,16.7,11.3,10.7,108.2,88.1,63.7,33.9,18.6,112.5,92.5,67.5,36,19.9,114.2,95.3,70,37.8,20.8,115.9,97.4,72.6,39.5,21.9,117.9,74.8,23,122.1,105.4,81.2,46.5,26.7,128.3,112.7,90.3,55.3,33.1,118.1,74.6,22.9
-4,66.6,64.7,54.9,53.5,41.3,40.3,24.1,23.2,13.9,13.6,109.4,89,64.1,34.1,18.7,112.5,92.8,67.5,36,19.9,114.2,95.4,70,37.8,20.8,116,97.5,72.7,39.6,21.9,117.2,74.6,22.9,122.2,105.3,81.1,46.4,26.7,128.4,112.6,90.4,55.2,33.1,118.2,74.9,22.9
-3,87.1,86.1,69.6,69.4,50.5,50.4,27.7,27.5,15.5,15.2,109.8,89.4,64.4,34.2,18.8,112.6,92.8,67.5,36,19.9,114.1,95.4,70,37.8,20.9,116,97.5,72.7,39.5,22,117.3,74.7,22.8,122.4,105.3,80.9,46.5,26.8,128.4,112.6,90.3,55.2,33.1,118.1,75.3,23.1
-2,97.2,97.1,77.1,77.2,55.3,55.6,29.6,29.4,16.2,16.2,110.1,89.7,64.5,34.3,18.8,112.4,92.7,67.5,36,19.9,114,95.4,70.1,37.9,21,115.9,97.6,72.7,39.4,22,117.8,75.2,23.2,122.3,105.3,81.1,46.6,26.7,128.4,112.7,90.2,55.2,33.1,117.8,74.9,23.4
-1,100.7,101.4,79.7,80.6,57,57.7,30,30.3,16.6,16.7,110.3,89.8,64.5,34.4,18.9,112.3,92.7,67.6,36.1,19.9,114.1,95.4,70.2,37.8,20.9,115.9,97.5,72.6,39.4,22,117.9,74.7,23.1,122.1,105.1,81.3,46.6,26.7,128.4,112.7,90.3,55.2,33.1,118.2,75,23.2
0,100.7,102.1,80.1,81.6,57.5,58.2,30.4,30.8,16.7,16.9,110.4,89.8,64.5,34.4,18.8,112.3,92.6,67.6,36.2,19.8,114.2,95.4,70.3,37.8,20.9,116,97.6,72.5,39.4,22,117.6,74.8,23.2,122,105.1,81.2,46.7,26.6,128.4,112.7,90.4,55.3,33.1,118.3,74.6,23.2
1,100.1,101.5,79.7,80.7,57.2,57.8,29.9,30.5,16.5,16.8,110.5,89.7,64.5,34.3,18.7,112.3,92.7,67.5,36.1,19.8,114.3,95.5,70.1,37.7,20.9,116,97.7,72.4,39.5,22,117.4,74.9,23.3,122,105.3,81.1,46.5,26.6,128.4,112.7,90.3,55.3,33.1,118.1,74.5,23.1
2,95.7,97.1,76.2,77.6,55,56.1,29.4,29.8,15.9,16.3,110.4,89.5,64.5,34.3,18.7,112.4,92.8,67.6,36.1,19.8,114.4,95.2,69.9,37.7,20.9,115.9,97.7,72.5,39.5,22,118,75,23.2,122,105.3,81.1,46.4,26.6,128.2,112.6,90.2,55.3,33.1,117.8,74.9,23
3,84.1,86.4,68,70.2,49.8,51.5,27.2,27.8,14.9,15.4,110,89.4,64.5,34.2,18.8,112.5,92.8,67.7,36,19.8,114.4,95,70.1,37.8,20.9,115.9,97.5,72.5,39.5,21.9,117.6,75.1,23.2,122.1,105.1,81.2,46.6,26.7,128.2,112.4,90.2,55.1,33.2,117.4,74.5,23
4,63.4,66.1,53.1,56.1,40.4,43.1,23.4,24.4,13.3,14.1,109.4,88.9,64.1,34.1,18.7,112.5,92.9,67.7,36,19.8,114.4,95.2,70.3,37.9,20.9,116.1,97.4,72.5,39.5,21.9,117.6,75.1,23.1,122.3,105.1,81.3,46.7,26.7,128.2,112.6,90.2,54.9,33.2,118,74.8,23.2
5,34.6,37.1,32.6,34.8,27,29.5,17.5,19.1,10.7,11.6,108.2,88.1,63.6,33.9,18.6,112.5,92.7,67.6,36.1,19.8,114.4,95.4,70.1,37.9,20.9,116.1,97.6,72.5,39.4,22,117.9,74.9,23.1,122.5,105.2,81.3,46.7,26.6,128.3,112.8,90.3,55,33.1,117.9,74.8,23.1
6,15,16.2,15.9,16.7,14.5,15.4,10.4,11.8,7.4,8.3,106.4,86.7,62.4,33.6,18.5,112.4,92.5,67.5,36.1,19.8,114.4,95.3,69.8,37.8,20.9,116.1,97.7,72.5,39.4,22,118,74.8,23.1,122.5,105.4,81.3,46.7,26.6,128.4,112.8,90.4,55.1,33.1,117.8,74.6,23.1
7,6.5,7,7.3,7.8,7.1,7.4,5.4,6.3,4.4,5,101.5,83.4,61.1,32.8,18.4,112.2,92.4,67.4,36,19.8,114.3,95.1,69.9,37.7,20.9,116,97.7,72.5,39.5,21.9,117.8,74.7,23.1,122.5,105.7,81.3,46.7,26.6,128.6,112.9,90.3,55.2,33.1,117.8,74.6,23
8,3.3,3.4,3.8,4,3.6,3.7,2.9,3.3,2.6,2.8,90.3,76.1,57.3,31.9,17.8,111.7,92.3,67.2,36,19.7,114.3,95.1,70,37.6,20.9,115.9,97.6,72.5,39.6,21.9,117.6,74.6,23.1,122.7,105.8,81.3,46.6,26.6,128.7,113,90.2,55.3,33.1,117.7,74.9,22.8
9,2,2,2.4,2.4,2.3,2.2,2,1.8,1.6,1.5,71,62.9,50.5,29.7,17.1,111.2,91.8,66.9,36,19.7,114.4,95.1,69.8,37.5,20.9,115.9,97.6,72.5,39.5,21.9,117.9,74.6,22.8,122.8,105.8,81.4,46.6,26.5,128.9,113,90.4,55.4,33.1,117.3,74.6,22.7
10,1.4,1.3,1.7,1.7,1.6,1.5,1.1,1.2,0.9,0.9,42.8,43.2,39.1,25.9,15.7,110.5,91.2,66.4,36,19.6,114.5,95,69.6,37.4,20.9,116,97.5,72.5,39.4,21.9,118.1,74.6,22.8,122.8,105.9,81.4,46.5,26.5,129,113,90.5,55.4,33.2,117.9,74.3,23
11,0.9,0.9,1.2,1.2,1.1,1.1,0.8,0.9,0.6,0.6,20.1,23.7,23.5,19.9,13.7,109.1,89.9,65.8,35.5,19.6,114.4,94.8,69.7,37.5,20.8,116.1,97.6,72.4,39.4,21.9,118.4,74.4,22.9,122.8,106.1,81.4,46.5,26.5,129.1,113.1,90.5,55.3,33.2,118.1,74.5,23
12,0.8,0.7,1,1,0.9,0.9,0.6,0.6,0.5,0.5,9.4,12,12.2,12.5,10.5,104.7,87.4,64.7,35.1,19.5,114.3,94.6,69.7,37.5,20.8,116.2,97.6,72.4,39.3,21.9,118.6,74.4,23,122.9,106,81.4,46.5,26.6,129.3,113.3,90.5,55.2,33.2,118.4,74.6,23
13,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.6,0.4,0.4,5,6.6,6.8,7.1,6.8,94.6,81.7,62,34.3,19.3,114,94.4,69.4,37.5,20.7,116.2,97.4,72.2,39.3,21.8,118.2,74.6,23,123,105.7,81.5,46.6,26.6,129.4,113.6,90.6,55.3,33.2,118.3,74.6,23
14,0.5,0.5,0.7,0.7,0.7,0.7,0.5,0.5,0.3,0.3,3.3,4.5,4.3,4.2,4,75,70.3,56.6,33.5,19,113.4,93.9,69.1,37.4,20.7,116.1,97.2,72,39.2,21.8,117.7,74.7,23,123,105.6,81.3,46.7,26.7,129.4,113.5,90.7,55.4,33.3,117.5,74.5,23
15,0.5,0.5,0.6,0.6,0.6,0.6,0.4,0.4,0.3,0.3,2.5,3.4,3.3,3.1,2.5,46.5,51,47.2,31.4,18.3,112.2,93.4,68.7,37.2,20.7,116.1,96.9,71.9,39.3,21.8,117.7,74.3,23,123.1,105.6,81.2,46.5,26.7,129.5,113.5,90.7,55.4,33.3,117.8,74.1,22.9
16,0.5,0.5,0.6,0.6,0.6,0.6,0.4,0.4,0.3,0.3,1.8,2.6,2.7,2.1,1.9,22.2,29.1,33.1,27.4,17.3,110.6,92,68.2,37,20.7,116,96.7,71.8,39.3,21.8,117.9,74.4,22.8,123.2,105.7,81.5,46.4,26.7,129.5,113.7,90.8,55.4,33.3,117.7,74.2,23.1
17,0.4,0.5,0.5,0.6,0.5,0.5,0.3,0.4,0.2,0.3,1.5,2.2,2.2,1.8,1.3,11,15.4,19.5,21.3,15.7,106.7,90.5,66.9,36.7,20.6,115.8,96.6,71.7,39.2,21.7,117.8,74.2,22.8,123.3,105.8,81.7,46.4,26.7,129.5,113.9,90.8,55.5,33.3,117.4,74.2,23.1
18,0.4,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.2,0.2,1.3,1.9,2,1.5,1.1,6.2,8.9,11.1,13.7,13,97,86,65.7,36.4,20.5,115.3,96.4,71.5,39.1,21.7,117.5,74,22.8,123.3,105.9,81.6,46.5,26.7,129.7,113.8,90.8,55.6,33.3,117.3,74.2,22.9
19,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.3,0.2,0.2,1.2,1.7,1.8,1.3,0.9,4.3,6.1,7.1,8.3,9.4,77.9,76.1,62.3,35.6,20.4,114.7,95.9,71.2,38.9,21.8,117.7,73.7,22.8,123.3,106.2,81.6,46.5,26.7,129.7,113.8,90.7,55.5,33.2,117.3,74.3,22.7
20,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,1.1,1.5,1.6,1.2,0.8,3.4,4.7,5.4,5.3,6.1,49.7,58.4,54.9,34.8,20.2,114.1,95.3,70.8,38.8,21.7,117.8,73.5,22.6,123.3,106.2,81.4,46.5,26.7,129.7,113.8,90.7,55.5,33.2,117,74.1,22.7
21,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,1,1.4,1.5,1.1,0.7,2.6,4,4.4,4.2,4.2,24.9,34.6,42.7,32.5,19.6,112.6,94.2,70.2,38.6,21.6,117.7,73.6,22.5,123.3,106,81.3,46.4,26.6,129.7,113.8,90.9,55.4,33.2,117.4,74.1,22.7
22,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,1,1.3,1.4,1,0.7,2.3,3.4,3.7,3.1,2.9,12.6,18.4,26.2,28.5,19,108.7,92.5,69.6,38.4,21.5,117.4,73.5,22.5,123.4,105.9,81.3,46.4,26.6,129.8,113.7,91,55.4,33.2,117.2,73.3,22.8
23,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.9,1.3,1.3,1,0.7,2,3,3.3,2.7,2.1,7.3,10.9,15.2,22.3,17.5,99.8,88.5,68.3,38.1,21.5,116.8,73.3,22.6,123.4,105.9,81.3,46.3,26.6,129.9,113.5,91,55.4,33.2,117,73,22.6
24,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.9,1.2,1.3,0.9,0.6,1.9,2.7,3,2.4,1.8,5.2,7.5,9.6,14.8,15.3,82.2,80.3,65.7,37.8,21.3,116.2,72.9,22.7,123.3,105.9,81.3,46.3,26.6,130,113.7,91,55.4,33.2,116.6,72.9,22.6
25,0.3,0.3,0.4,0.4,0.4,0.4,0.2,0.3,0.2,0.2,0.8,1.1,1.2,0.9,0.6,1.7,2.5,2.8,2.2,1.6,4.2,6,7,9.2,12,55.2,65.7,60.3,36.8,21.2,116.2,72.2,22.6,123.2,105.9,81.3,46.2,26.5,130.1,113.8,90.9,55.3,33.2,115.4,72.5,22.8
26,0.3,0.3,0.4,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.8,1,1.2,0.9,0.6,1.6,2.3,2.6,2,1.4,3.4,5.2,5.8,6.2,8.2,29,44.7,51.2,35.8,20.9,114.3,72.1,22.5,123.3,105.8,81.1,46.1,26.4,130.2,113.9,90.9,55.2,33.2,112.5,71.9,22.8
27,0.3,0.3,0.3,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.7,1,1.1,0.8,0.6,1.6,2.2,2.4,1.9,1.3,3.1,4.4,5.1,5.1,5.4,15.1,24.8,37.4,33.8,20.6,110.2,71.3,22.5,123.4,105.5,81,46.2,26.3,130.3,114.1,91,55.3,33.2,107.2,70.8,22.4
28,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.7,0.9,1,0.8,0.5,1.5,2.1,2.3,1.8,1.3,2.7,4.1,4.5,4,3.8,8.8,14.6,23.2,30.1,19.9,100.9,70.5,22.4,123.2,105.4,80.8,46.2,26.3,130.2,114,91,55.3,33.1,98,69.3,22.2
29,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.7,0.9,1,0.8,0.5,1.4,1.9,2.2,1.7,1.2,2.6,3.7,4.2,3.6,3.1,6.4,9.7,14.3,24.1,18.9,83.8,68.8,22.2,123,105.4,80.7,46.1,26.4,130.1,113.9,90.9,55.4,33.1,79.1,67.1,22.1
30,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.7,0.8,0.9,0.7,0.5,1.3,1.8,2,1.7,1.1,2.4,3.4,3.9,3.2,2.5,5.2,7.7,9.7,16.6,17.2,57.6,65,22.1,123.1,105.3,80.7,46,26.4,129.9,114,90.9,55.4,33,53.8,63.2,21.9
31,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.6,0.8,0.9,0.7,0.5,1.2,1.7,2,1.6,1.1,2.2,3.2,3.7,3,2.2,4.3,6.6,7.8,10.6,14.6,32.1,57.8,22.1,123.2,105.2,80.7,45.9,26.3,130,114,90.8,55.4,33,30.5,55.9,21.8
32,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.6,0.7,0.9,0.7,0.5,1.2,1.6,1.9,1.5,1,2.1,3,3.4,2.8,2,3.8,5.7,6.7,7.5,11.2,18,45.8,22,123,105,80.5,45.8,26.3,130.2,113.9,90.7,55.3,33,16.5,42.9,21.7
